319.23, 2.4844
325.55, 4.0469
335.18, 11.5289
339.41, 13.156
349.03, 20.638
355.36, 22.2005
362.73, 23.7633
383.88, 31.1831
391.25, 32.7458
403.90, 35.4806
415.46, 36.9143
423.87, 38.2822
443.81, 39.3278
464.78, 40.1134
505.59, 38.4973
520.22, 37.135
527.52, 35.901
541.11, 34.5385
552.59, 33.1104
604.79, 26.1638
618.37, 24.8012
624.62, 23.567
